# x	y	u	v	s2n	mask
  2.5000	  3.5000	 -2.5051	  0.0037	     nan	  0.0000
  5.5000	  3.5000	 -2.5830	  0.0658	     nan	  0.0000
  8.5000	  3.5000	 -2.4038	  0.1051	     nan	  0.0000
 11.5000	  3.5000	 -2.2640	  0.0784	     nan	  0.0000
 14.5000	  3.5000	 -2.2377	  0.0144	     nan	  0.0000
 17.5000	  3.5000	 -2.3565	  0.0510	     nan	  0.0000
 20.5000	  3.5000	 -2.3593	  0.0821	     nan	  0.0000
 23.5000	  3.5000	 -2.2476	  0.0189	     nan	  0.0000
 26.5000	  3.5000	 -2.2503	 -0.0028	     nan	  0.0000
 29.5000	  3.5000	 -2.2660	 -0.0094	     nan	  0.0000
 32.5000	  3.5000	 -2.3096	  0.0003	     nan	  0.0000
 35.5000	  3.5000	 -2.3141	  0.0264	     nan	  0.0000
 38.5000	  3.5000	 -2.1887	  0.0281	     nan	  0.0000
 41.5000	  3.5000	 -2.1130	 -0.0028	     nan	  0.0000
 44.5000	  3.5000	 -2.1459	 -0.0453	     nan	  0.0000
 47.5000	  3.5000	 -2.1808	 -0.0198	     nan	  0.0000
 50.5000	  3.5000	 -2.2061	 -0.0088	     nan	  0.0000
 53.5000	  3.5000	 -2.1549	 -0.1187	     nan	  0.0000
 56.5000	  3.5000	 -2.0101	 -0.1165	     nan	  0.0000
 59.5000	  3.5000	 -2.1087	 -0.0177	     nan	  0.0000
 62.5000	  3.5000	 -2.1933	  0.0143	     nan	  0.0000
 65.5000	  3.5000	 -2.2348	  0.0080	     nan	  0.0000
 68.5000	  3.5000	 -2.2851	 -0.0281	     nan	  0.0000
 71.5000	  3.5000	 -2.3224	 -0.0688	     nan	  0.0000
 74.5000	  3.5000	 -2.3835	  0.0038	     nan	  0.0000
 77.5000	  3.5000	 -2.3683	  0.0881	     nan	  0.0000
 80.5000	  3.5000	 -2.2692	  0.0534	     nan	  0.0000
 83.5000	  3.5000	 -2.2620	  0.0179	     nan	  0.0000
 86.5000	  3.5000	 -2.2256	  0.0103	     nan	  0.0000
 89.5000	  3.5000	 -2.2688	  0.0306	     nan	  0.0000
 92.5000	  3.5000	 -2.2932	  0.0506	     nan	  0.0000
 95.5000	  3.5000	 -2.3786	 -0.0001	     nan	  0.0000
 98.5000	  3.5000	 -2.3581	 -0.0440	     nan	  0.0000
101.5000	  3.5000	 -2.2573	 -0.0338	     nan	  0.0000
104.5000	  3.5000	 -2.2698	  0.0959	     nan	  0.0000
107.5000	  3.5000	 -2.2721	  0.1209	     nan	  0.0000
110.5000	  3.5000	 -2.2322	  0.1018	     nan	  0.0000
113.5000	  3.5000	 -2.2222	  0.0549	     nan	  0.0000
116.5000	  3.5000	 -2.2406	  0.0011	     nan	  0.0000
119.5000	  3.5000	 -2.2209	 -0.0494	     nan	  0.0000
122.5000	  3.5000	 -2.4189	 -0.0890	     nan	  0.0000
125.5000	  3.5000	 -2.5108	 -0.0953	     nan	  0.0000
128.5000	  3.5000	 -2.4790	 -0.0981	     nan	  0.0000
131.5000	  3.5000	 -2.2792	 -0.0723	     nan	  0.0000
134.5000	  3.5000	 -2.2013	 -0.0842	     nan	  0.0000
137.5000	  3.5000	 -2.2503	 -0.1167	     nan	  0.0000
140.5000	  3.5000	 -2.3224	 -0.1344	     nan	  0.0000
143.5000	  3.5000	 -2.3419	 -0.1702	     nan	  0.0000
146.5000	  3.5000	 -2.3137	 -0.1204	     nan	  0.0000
149.5000	  3.5000	 -2.2654	 -0.0501	     nan	  0.0000
152.5000	  3.5000	 -2.3200	 -0.0202	     nan	  0.0000
155.5000	  3.5000	 -2.4380	 -0.0561	     nan	  0.0000
158.5000	  3.5000	 -2.4444	 -0.0788	     nan	  0.0000
161.5000	  3.5000	 -2.4864	 -0.0352	     nan	  0.0000
164.5000	  3.5000	 -2.4690	  0.0371	     nan	  0.0000
167.5000	  3.5000	 -2.4598	  0.0418	     nan	  0.0000
170.5000	  3.5000	 -2.3782	 -0.0236	     nan	  0.0000
173.5000	  3.5000	 -2.3188	 -0.0237	     nan	  0.0000
176.5000	  3.5000	 -2.2523	  0.0149	     nan	  0.0000
179.5000	  3.5000	 -2.3137	  0.0280	     nan	  0.0000
182.5000	  3.5000	 -2.3490	  0.0448	     nan	  0.0000
185.5000	  3.5000	 -2.3827	  0.0611	     nan	  0.0000
188.5000	  3.5000	 -2.4864	  0.0529	     nan	  0.0000
191.5000	  3.5000	 -2.4823	  0.0178	     nan	  0.0000
194.5000	  3.5000	 -2.4205	  0.0314	     nan	  0.0000
197.5000	  3.5000	 -2.3645	  0.0561	     nan	  0.0000
200.5000	  3.5000	 -2.4184	  0.0608	     nan	  0.0000
203.5000	  3.5000	 -2.4202	  0.0621	     nan	  0.0000
206.5000	  3.5000	 -2.4569	  0.0631	     nan	  0.0000
209.5000	  3.5000	 -2.4825	  0.0401	     nan	  0.0000
212.5000	  3.5000	 -2.3926	  0.0337	     nan	  0.0000
215.5000	  3.5000	 -2.3565	  0.0734	     nan	  0.0000
218.5000	  3.5000	 -2.4614	  0.0721	     nan	  0.0000
221.5000	  3.5000	 -2.4856	  0.0288	     nan	  0.0000
224.5000	  3.5000	 -2.4473	 -0.0145	     nan	  0.0000
227.5000	  3.5000	 -2.3800	 -0.0776	     nan	  0.0000
230.5000	  3.5000	 -2.4369	 -0.1091	     nan	  0.0000
233.5000	  3.5000	 -2.4210	 -0.0684	     nan	  0.0000
236.5000	  3.5000	 -2.4990	 -0.0631	     nan	  0.0000
239.5000	  3.5000	 -2.5550	  0.0011	     nan	  0.0000
242.5000	  3.5000	 -2.6148	  0.0978	     nan	  0.0000
245.5000	  3.5000	 -2.5635	  0.1506	     nan	  0.0000
248.5000	  3.5000	 -2.5523	  0.1027	     nan	  0.0000
251.5000	  3.5000	 -2.6280	 -0.0311	     nan	  0.0000
254.5000	  3.5000	 -2.6177	 -0.0285	     nan	  0.0000
257.5000	  3.5000	 -2.5731	 -0.0052	     nan	  0.0000
260.5000	  3.5000	 -2.5583	 -0.0613	     nan	  0.0000
263.5000	  3.5000	 -2.5494	 -0.0829	     nan	  0.0000
266.5000	  3.5000	 -2.5031	 -0.0506	     nan	  0.0000
269.5000	  3.5000	 -2.5425	 -0.0796	     nan	  0.0000
272.5000	  3.5000	 -2.5923	 -0.1001	     nan	  0.0000
275.5000	  3.5000	 -2.5854	 -0.0924	     nan	  0.0000
278.5000	  3.5000	 -2.6078	 -0.0592	     nan	  0.0000
281.5000	  3.5000	 -2.5127	 -0.1114	     nan	  0.0000
284.5000	  3.5000	 -2.4834	 -0.1244	     nan	  0.0000
287.5000	  3.5000	 -2.6139	 -0.0850	     nan	  0.0000
290.5000	  3.5000	 -2.7138	 -0.0315	     nan	  0.0000
293.5000	  3.5000	 -2.6742	  0.0055	     nan	  0.0000
296.5000	  3.5000	 -2.5666	  0.0071	     nan	  0.0000
299.5000	  3.5000	 -2.6062	  0.0006	     nan	  0.0000
302.5000	  3.5000	 -2.5085	 -0.0313	     nan	  0.0000
305.5000	  3.5000	 -2.4342	 -0.1292	     nan	  0.0000
308.5000	  3.5000	 -2.5605	 -0.1247	     nan	  0.0000
311.5000	  3.5000	 -2.7454	 -0.0336	     nan	  0.0000
314.5000	  3.5000	 -2.7221	  0.0192	     nan	  0.0000
317.5000	  3.5000	 -2.6409	 -0.0135	     nan	  0.0000
320.5000	  3.5000	 -2.5613	 -0.0647	     nan	  0.0000
323.5000	  3.5000	 -2.4475	 -0.0675	     nan	  0.0000
326.5000	  3.5000	 -2.4795	 -0.0247	     nan	  0.0000
329.5000	  3.5000	 -2.6737	  0.0272	     nan	  0.0000
332.5000	  3.5000	 -2.6823	  0.0470	     nan	  0.0000
335.5000	  3.5000	 -2.6681	  0.0344	     nan	  0.0000
338.5000	  3.5000	 -2.6512	  0.0256	     nan	  0.0000
341.5000	  3.5000	 -2.7308	  0.0330	     nan	  0.0000
344.5000	  3.5000	 -2.7868	  0.0369	     nan	  0.0000
347.5000	  3.5000	 -2.6739	  0.0464	     nan	  0.0000
350.5000	  3.5000	 -2.5702	  0.0132	     nan	  0.0000
353.5000	  3.5000	 -2.5361	 -0.0674	     nan	  0.0000
356.5000	  3.5000	 -2.4921	 -0.0958	     nan	  0.0000
359.5000	  3.5000	 -2.5434	 -0.0751	     nan	  0.0000
362.5000	  3.5000	 -2.6378	 -0.0667	     nan	  0.0000
365.5000	  3.5000	 -2.6277	 -0.1489	     nan	  0.0000
368.5000	  3.5000	 -2.5234	 -0.2156	     nan	  0.0000
371.5000	  3.5000	 -2.4348	 -0.1488	     nan	  0.0000
374.5000	  3.5000	 -2.4174	 -0.1054	     nan	  0.0000
377.5000	  3.5000	 -2.4832	 -0.0874	     nan	  0.0000
380.5000	  3.5000	 -2.4986	 -0.0505	     nan	  0.0000
383.5000	  3.5000	 -2.5092	 -0.0066	     nan	  0.0000
386.5000	  3.5000	 -2.5197	 -0.0410	     nan	  0.0000
389.5000	  3.5000	 -2.5100	 -0.0844	     nan	  0.0000
392.5000	  3.5000	 -2.4446	 -0.0536	     nan	  0.0000
395.5000	  3.5000	 -2.5386	 -0.0370	     nan	  0.0000
398.5000	  3.5000	 -2.6092	 -0.0808	     nan	  0.0000
401.5000	  3.5000	 -2.7482	 -0.0631	     nan	  0.0000
404.5000	  3.5000	 -2.6861	 -0.0652	     nan	  0.0000
407.5000	  3.5000	 -2.5779	 -0.0590	     nan	  0.0000
410.5000	  3.5000	 -2.5850	 -0.0658	     nan	  0.0000
413.5000	  3.5000	 -2.6196	 -0.0554	     nan	  0.0000
416.5000	  3.5000	 -2.6423	  0.0233	     nan	  0.0000
419.5000	  3.5000	 -2.4808	  0.0751	     nan	  0.0000
422.5000	  3.5000	 -2.3452	  0.0321	     nan	  0.0000
425.5000	  3.5000	 -2.3598	 -0.0159	     nan	  0.0000
428.5000	  3.5000	 -2.3611	 -0.0396	     nan	  0.0000
431.5000	  3.5000	 -2.3800	 -0.0005	     nan	  0.0000
434.5000	  3.5000	 -2.4843	 -0.0194	     nan	  0.0000
437.5000	  3.5000	 -2.6090	 -0.0456	     nan	  0.0000
440.5000	  3.5000	 -2.5765	 -0.0118	     nan	  0.0000
443.5000	  3.5000	 -2.5124	  0.0089	     nan	  0.0000
446.5000	  3.5000	 -2.4912	  0.0408	     nan	  0.0000
449.5000	  3.5000	 -2.4574	  0.0700	     nan	  0.0000
452.5000	  3.5000	 -2.4136	  0.0758	     nan	  0.0000
455.5000	  3.5000	 -2.4518	  0.0500	     nan	  0.0000
458.5000	  3.5000	 -2.4922	  0.0074	     nan	  0.0000
461.5000	  3.5000	 -2.5666	 -0.0624	     nan	  0.0000
464.5000	  3.5000	 -2.5725	 -0.1157	     nan	  0.0000
467.5000	  3.5000	 -2.4163	 -0.1191	     nan	  0.0000
470.5000	  3.5000	 -2.2835	 -0.1158	     nan	  0.0000
473.5000	  3.5000	 -2.1692	 -0.1228	     nan	  0.0000
476.5000	  3.5000	 -2.2468	 -0.1267	     nan	  0.0000
479.5000	  3.5000	 -2.4084	 -0.1994	     nan	  0.0000
482.5000	  3.5000	 -2.5425	 -0.2346	     nan	  0.0000
485.5000	  3.5000	 -2.4486	 -0.1424	     nan	  0.0000
488.5000	  3.5000	 -2.3998	  0.0178	     nan	  0.0000
491.5000	  3.5000	 -2.3728	  0.0705	     nan	  0.0000
494.5000	  3.5000	 -2.4100	 -0.0047	     nan	  0.0000
497.5000	  3.5000	 -2.4871	 -0.0507	     nan	  0.0000
500.5000	  3.5000	 -2.5148	 -0.1290	     nan	  0.0000
503.5000	  3.5000	 -2.4973	 -0.1098	     nan	  0.0000
506.5000	  3.5000	 -2.3829	  0.0169	     nan	  0.0000
509.5000	  3.5000	 -2.4378	  0.0109	     nan	  0.0000
512.5000	  3.5000	 -2.6149	 -0.0349	     nan	  0.0000
515.5000	  3.5000	 -2.5744	 -0.0744	     nan	  0.0000
518.5000	  3.5000	 -2.5824	 -0.0752	     nan	  0.0000
521.5000	  3.5000	 -2.5413	  0.0182	     nan	  0.0000
524.5000	  3.5000	 -2.5108	  0.0679	     nan	  0.0000
527.5000	  3.5000	 -2.6267	  0.0840	     nan	  0.0000
530.5000	  3.5000	 -2.6711	  0.0842	     nan	  0.0000
533.5000	  3.5000	 -2.6452	  0.0939	     nan	  0.0000
536.5000	  3.5000	 -2.8924	  0.0769	     nan	  0.0000
539.5000	  3.5000	 -2.8715	  0.0588	     nan	  0.0000
542.5000	  3.5000	 -2.5704	  0.0334	     nan	  0.0000
545.5000	  3.5000	 -2.4750	  0.0440	     nan	  0.0000
548.5000	  3.5000	 -2.5849	  0.0544	     nan	  0.0000
551.5000	  3.5000	 -2.6320	  0.0371	     nan	  0.0000
554.5000	  3.5000	 -2.6442	 -0.0235	     nan	  0.0000
557.5000	  3.5000	 -2.5817	 -0.0352	     nan	  0.0000
560.5000	  3.5000	 -2.4911	 -0.0897	     nan	  0.0000
563.5000	  3.5000	 -2.5308	 -0.1951	     nan	  0.0000
566.5000	  3.5000	 -2.5326	 -0.2487	     nan	  0.0000
569.5000	  3.5000	 -2.5043	 -0.2227	     nan	  0.0000
572.5000	  3.5000	 -2.4859	 -0.1001	     nan	  0.0000
575.5000	  3.5000	 -2.4976	  0.0261	     nan	  0.0000
578.5000	  3.5000	 -2.5067	  0.0703	     nan	  0.0000
581.5000	  3.5000	 -2.4733	  0.0744	     nan	  0.0000
584.5000	  3.5000	 -2.5019	  0.0318	     nan	  0.0000
587.5000	  3.5000	 -2.4416	 -0.0049	     nan	  0.0000
590.5000	  3.5000	 -2.4589	  0.0065	     nan	  0.0000
593.5000	  3.5000	 -2.5508	  0.0690	     nan	  0.0000
596.5000	  3.5000	 -2.7392	  0.0489	     nan	  0.0000
599.5000	  3.5000	 -2.7940	  0.0134	     nan	  0.0000
602.5000	  3.5000	 -2.6976	 -0.0385	     nan	  0.0000
605.5000	  3.5000	 -2.6229	 -0.0042	     nan	  0.0000
608.5000	  3.5000	 -2.6033	 -0.0071	     nan	  0.0000
611.5000	  3.5000	 -2.6441	 -0.0345	     nan	  0.0000
614.5000	  3.5000	 -2.8019	 -0.0699	     nan	  0.0000
617.5000	  3.5000	 -2.7536	 -0.0813	     nan	  0.0000
620.5000	  3.5000	 -2.6134	  0.0019	     nan	  0.0000
623.5000	  3.5000	 -2.5419	  0.0343	     nan	  0.0000
626.5000	  3.5000	 -2.5250	  0.0589	     nan	  0.0000
629.5000	  3.5000	 -2.5395	  0.0157	     nan	  0.0000
632.5000	  3.5000	 -2.4259	  0.0210	     nan	  0.0000
635.5000	  3.5000	 -2.4262	 -0.0179	     nan	  0.0000
638.5000	  3.5000	 -2.5371	 -0.0027	     nan	  0.0000
641.5000	  3.5000	 -2.5020	  0.0247	     nan	  0.0000
644.5000	  3.5000	 -2.4682	  0.0661	     nan	  0.0000
647.5000	  3.5000	 -2.4468	  0.0465	     nan	  0.0000
650.5000	  3.5000	 -2.4284	  0.0132	     nan	  0.0000
653.5000	  3.5000	 -2.4334	 -0.0043	     nan	  0.0000
656.5000	  3.5000	 -2.4322	 -0.0101	     nan	  0.0000
659.5000	  3.5000	 -2.5531	 -0.1404	     nan	  0.0000
662.5000	  3.5000	 -2.5829	 -0.1722	     nan	  0.0000
665.5000	  3.5000	 -2.6256	 -0.0304	     nan	  0.0000
668.5000	  3.5000	 -2.7561	  0.0614	     nan	  0.0000
671.5000	  3.5000	 -2.6861	  0.0580	     nan	  0.0000
674.5000	  3.5000	 -2.6426	  0.0140	     nan	  0.0000
677.5000	  3.5000	 -2.7200	  0.0458	     nan	  0.0000
680.5000	  3.5000	 -2.6303	  0.0915	     nan	  0.0000
683.5000	  3.5000	 -2.4087	  0.1512	     nan	  0.0000
686.5000	  3.5000	 -2.3402	  0.1276	     nan	  0.0000
689.5000	  3.5000	 -2.2845	  0.0478	     nan	  0.0000
692.5000	  3.5000	 -2.3620	  0.0040	     nan	  0.0000
695.5000	  3.5000	 -2.4690	 -0.0088	     nan	  0.0000
698.5000	  3.5000	 -2.5941	  0.0437	     nan	  0.0000
701.5000	  3.5000	 -2.5540	  0.0357	     nan	  0.0000
704.5000	  3.5000	 -2.5108	  0.0458	     nan	  0.0000
707.5000	  3.5000	 -2.4348	  0.1110	     nan	  0.0000
710.5000	  3.5000	 -2.0746	  0.2745	     nan	  0.0000
713.5000	  3.5000	 -2.1432	  0.1683	     nan	  0.0000
716.5000	  3.5000	 -2.2862	  0.1244	     nan	  0.0000
719.5000	  3.5000	 -2.4590	  0.0538	     nan	  0.0000
722.5000	  3.5000	 -2.5906	 -0.0265	     nan	  0.0000
725.5000	  3.5000	 -2.5223	 -0.0956	     nan	  0.0000
728.5000	  3.5000	 -2.5607	 -0.1394	     nan	  0.0000
731.5000	  3.5000	 -2.6728	 -0.0925	     nan	  0.0000
734.5000	  3.5000	 -2.4688	  0.0088	     nan	  0.0000
737.5000	  3.5000	 -2.2219	  0.0332	     nan	  0.0000
740.5000	  3.5000	 -2.1833	  0.0252	     nan	  0.0000
743.5000	  3.5000	 -2.3839	  0.0317	     nan	  0.0000
746.5000	  3.5000	 -2.6612	  0.0767	     nan	  0.0000
749.5000	  3.5000	 -2.3985	  0.2017	     nan	  0.0000
752.5000	  3.5000	 -2.3144	  0.2144	     nan	  0.0000
755.5000	  3.5000	 -2.2566	  0.1133	     nan	  0.0000
758.5000	  3.5000	 -2.2318	 -0.1069	     nan	  0.0000
761.5000	  3.5000	 -2.1454	 -0.3010	     nan	  0.0000
764.5000	  3.5000	 -2.1102	 -0.2226	     nan	  0.0000
767.5000	  3.5000	 -2.1727	  0.0432	     nan	  0.0000
770.5000	  3.5000	 -2.2125	  0.2067	     nan	  0.0000
773.5000	  3.5000	 -2.4969	 -0.0423	     nan	  0.0000
776.5000	  3.5000	 -2.6715	 -0.0649	     nan	  0.0000
779.5000	  3.5000	 -2.7390	  0.0014	     nan	  0.0000
782.5000	  3.5000	 -2.7061	  0.0536	     nan	  0.0000
785.5000	  3.5000	 -2.4866	  0.0982	     nan	  0.0000
788.5000	  3.5000	 -2.1736	  0.1640	     nan	  0.0000
791.5000	  3.5000	 -1.9054	  0.1340	     nan	  0.0000
794.5000	  3.5000	 -1.9045	  0.0696	     nan	  0.0000
797.5000	  3.5000	 -2.1400	 -0.0047	     nan	  0.0000
800.5000	  3.5000	 -2.1804	  0.0263	     nan	  0.0000
803.5000	  3.5000	 -2.1464	  0.0625	     nan	  0.0000
806.5000	  3.5000	 -2.2113	  0.0296	     nan	  0.0000
809.5000	  3.5000	 -2.2674	  0.0694	     nan	  0.0000
812.5000	  3.5000	 -2.3633	  0.0976	     nan	  0.0000
815.5000	  3.5000	 -2.4297	  0.0791	     nan	  0.0000
818.5000	  3.5000	 -2.2560	  0.0751	     nan	  0.0000
821.5000	  3.5000	 -2.2791	  0.1041	     nan	  0.0000
824.5000	  3.5000	 -2.3809	  0.0554	     nan	  0.0000
827.5000	  3.5000	 -2.4022	  0.0254	     nan	  0.0000
830.5000	  3.5000	 -2.5414	  0.0518	     nan	  0.0000
833.5000	  3.5000	 -2.5929	 -0.0115	     nan	  0.0000
836.5000	  3.5000	 -2.5045	 -0.1727	     nan	  0.0000
839.5000	  3.5000	 -2.2853	 -0.0249	     nan	  0.0000
842.5000	  3.5000	 -2.2928	  0.2480	     nan	  0.0000
845.5000	  3.5000	 -2.3671	  0.3563	     nan	  0.0000
848.5000	  3.5000	 -2.6018	  0.1258	     nan	  0.0000
851.5000	  3.5000	 -2.6047	 -0.0900	     nan	  0.0000
854.5000	  3.5000	 -2.6434	 -0.0922	     nan	  0.0000
857.5000	  3.5000	 -2.5786	  0.1504	     nan	  0.0000
860.5000	  3.5000	 -2.4763	  0.2548	     nan	  0.0000
863.5000	  3.5000	 -2.2808	  0.1931	     nan	  0.0000
866.5000	  3.5000	 -2.1023	  0.1178	     nan	  0.0000
869.5000	  3.5000	 -2.3303	 -0.0615	     nan	  0.0000
872.5000	  3.5000	 -2.4452	  0.0925	     nan	  0.0000
875.5000	  3.5000	 -2.3281	  0.2445	     nan	  0.0000
878.5000	  3.5000	 -2.1478	  0.3663	     nan	  0.0000
881.5000	  3.5000	 -2.0777	  0.3667	     nan	  0.0000
884.5000	  3.5000	 -2.2303	  0.1671	     nan	  0.0000
887.5000	  3.5000	 -2.3188	 -0.1093	     nan	  0.0000
890.5000	  3.5000	 -2.3031	 -0.1460	     nan	  0.0000
893.5000	  3.5000	 -2.2257	  0.0112	     nan	  0.0000
896.5000	  3.5000	 -2.2773	  0.0568	     nan	  0.0000
899.5000	  3.5000	 -2.3855	  0.0920	     nan	  0.0000
902.5000	  3.5000	 -2.3986	  0.0681	     nan	  0.0000
905.5000	  3.5000	 -2.4227	  0.0704	     nan	  0.0000
908.5000	  3.5000	 -2.4307	  0.0956	     nan	  0.0000
911.5000	  3.5000	 -2.2175	  0.0535	     nan	  0.0000
914.5000	  3.5000	 -1.8017	 -0.0180	     nan	  0.0000
917.5000	  3.5000	 -2.0309	  0.0583	     nan	  0.0000
920.5000	  3.5000	 -2.2782	  0.0518	     nan	  0.0000
923.5000	  3.5000	 -2.3758	  0.0048	     nan	  0.0000
926.5000	  3.5000	 -2.3531	 -0.0801	     nan	  0.0000
929.5000	  3.5000	 -2.3407	 -0.0988	     nan	  0.0000
932.5000	  3.5000	 -2.3230	 -0.0218	     nan	  0.0000
935.5000	  3.5000	 -2.3666	  0.0868	     nan	  0.0000
938.5000	  3.5000	 -2.5654	  0.0037	     nan	  0.0000
941.5000	  3.5000	 -2.4685	  0.0009	     nan	  0.0000
944.5000	  3.5000	 -2.2720	 -0.0042	     nan	  0.0000
947.5000	  3.5000	 -2.2586	  0.0645	     nan	  0.0000
950.5000	  3.5000	 -2.2845	  0.1483	     nan	  0.0000
953.5000	  3.5000	 -2.2720	  0.1382	     nan	  0.0000
956.5000	  3.5000	 -2.1807	  0.0482	     nan	  0.0000
959.5000	  3.5000	 -2.3146	  0.0563	     nan	  0.0000
962.5000	  3.5000	 -2.2337	  0.2425	     nan	  0.0000
965.5000	  3.5000	 -2.1860	  0.2306	     nan	  0.0000
968.5000	  3.5000	 -2.2222	  0.0293	     nan	  0.0000
971.5000	  3.5000	 -2.2112	 -0.0492	     nan	  0.0000
974.5000	  3.5000	 -2.2739	 -0.0806	     nan	  0.0000
977.5000	  3.5000	 -2.2738	 -0.1099	     nan	  0.0000
980.5000	  3.5000	 -2.2457	 -0.1155	     nan	  0.0000
983.5000	  3.5000	 -2.2113	 -0.1700	     nan	  0.0000
986.5000	  3.5000	 -2.1733	 -0.1392	     nan	  0.0000
989.5000	  3.5000	 -2.1903	  0.0371	     nan	  0.0000
992.5000	  3.5000	 -2.2610	  0.0916	     nan	  0.0000
995.5000	  3.5000	 -2.3906	  0.0426	     nan	  0.0000
998.5000	  3.5000	 -2.4764	  0.0162	     nan	  0.0000
1001.5000	  3.5000	 -2.4809	  0.0876	     nan	  0.0000
1004.5000	  3.5000	 -2.4811	  0.0432	     nan	  0.0000
1007.5000	  3.5000	 -2.4403	 -0.0733	     nan	  0.0000
1010.5000	  3.5000	 -2.3493	  0.0499	     nan	  0.0000
1013.5000	  3.5000	 -2.3003	  0.0794	     nan	  0.0000
1016.5000	  3.5000	 -2.2377	  0.0837	     nan	  0.0000
1019.5000	  3.5000	 -2.2278	  0.0947	     nan	  0.0000
  2.5000	  6.5000	 -2.6253	  0.0011	     nan	  0.0000
  5.5000	  6.5000	 -2.6826	  0.0249	     nan	  0.0000
  8.5000	  6.5000	 -2.4708	  0.0276	     nan	  0.0000
 11.5000	  6.5000	 -2.3019	  0.0007	     nan	  0.0000
 14.5000	  6.5000	 -2.2897	  0.0029	     nan	  0.0000
 17.5000	  6.5000	 -2.3025	  0.0252	     nan	  0.0000
 20.5000	  6.5000	 -2.2362	  0.0319	     nan	  0.0000
 23.5000	  6.5000	 -2.2040	  0.0013	     nan	  0.0000
 26.5000	  6.5000	 -2.2505	 -0.0028	     nan	  0.0000
 29.5000	  6.5000	 -2.2841	 -0.0099	     nan	  0.0000
 32.5000	  6.5000	 -2.3108	 -0.0046	     nan	  0.0000
 35.5000	  6.5000	 -2.2827	  0.0196	     nan	  0.0000
 38.5000	  6.5000	 -2.1788	  0.0136	     nan	  0.0000
 41.5000	  6.5000	 -2.1433	 -0.0177	     nan	  0.0000
 44.5000	  6.5000	 -2.1909	 -0.0575	     nan	  0.0000
 47.5000	  6.5000	 -2.2248	 -0.0401	     nan	  0.0000
 50.5000	  6.5000	 -2.2185	  0.0018	     nan	  0.0000
 53.5000	  6.5000	 -2.1853	 -0.1076	     nan	  0.0000
 56.5000	  6.5000	 -2.1334	 -0.1113	     nan	  0.0000
 59.5000	  6.5000	 -2.1704	 -0.0053	     nan	  0.0000
 62.5000	  6.5000	 -2.2222	  0.0467	     nan	  0.0000
 65.5000	  6.5000	 -2.2423	  0.0662	     nan	  0.0000
 68.5000	  6.5000	 -2.2878	  0.0488	     nan	  0.0000
 71.5000	  6.5000	 -2.3198	 -0.0208	     nan	  0.0000
 74.5000	  6.5000	 -2.3905	  0.0233	     nan	  0.0000
 77.5000	  6.5000	 -2.3786	  0.0593	     nan	  0.0000
 80.5000	  6.5000	 -2.2835	  0.0261	     nan	  0.0000
 83.5000	  6.5000	 -2.2600	 -0.0277	     nan	  0.0000
 86.5000	  6.5000	 -2.2155	 -0.0418	     nan	  0.0000
 89.5000	  6.5000	 -2.2694	  0.0119	     nan	  0.0000
 92.5000	  6.5000	 -2.3149	  0.0524	     nan	  0.0000
 95.5000	  6.5000	 -2.4308	  0.0577	     nan	  0.0000
 98.5000	  6.5000	 -2.3858	  0.0261	     nan	  0.0000
101.5000	  6.5000	 -2.2285	  0.0394	     nan	  0.0000
104.5000	  6.5000	 -2.2189	  0.1076	     nan	  0.0000
107.5000	  6.5000	 -2.2514	  0.1089	     nan	  0.0000
110.5000	  6.5000	 -2.2343	  0.0784	     nan	  0.0000
113.5000	  6.5000	 -2.2078	  0.0374	     nan	  0.0000
116.5000	  6.5000	 -2.2427	  0.0045	     nan	  0.0000
119.5000	  6.5000	 -2.2250	 -0.0238	     nan	  0.0000
122.5000	  6.5000	 -2.3232	 -0.0555	     nan	  0.0000
125.5000	  6.5000	 -2.3944	 -0.0510	     nan	  0.0000
128.5000	  6.5000	 -2.4273	 -0.0307	     nan	  0.0000
131.5000	  6.5000	 -2.3469	  0.0011	     nan	  0.0000
134.5000	  6.5000	 -2.2777	 -0.0226	     nan	  0.0000
137.5000	  6.5000	 -2.2646	 -0.0568	     nan	  0.0000
140.5000	  6.5000	 -2.3223	 -0.0834	     nan	  0.0000
143.5000	  6.5000	 -2.3435	 -0.1217	     nan	  0.0000
146.5000	  6.5000	 -2.3146	 -0.0911	     nan	  0.0000
149.5000	  6.5000	 -2.3054	 -0.0153	     nan	  0.0000
152.5000	  6.5000	 -2.3286	 -0.0030	     nan	  0.0000
155.5000	  6.5000	 -2.3432	 -0.0621	     nan	  0.0000
158.5000	  6.5000	 -2.3648	 -0.0970	     nan	  0.0000
161.5000	  6.5000	 -2.4668	 -0.0654	     nan	  0.0000
164.5000	  6.5000	 -2.4705	  0.0219	     nan	  0.0000
167.5000	  6.5000	 -2.4583	  0.0203	     nan	  0.0000
170.5000	  6.5000	 -2.4098	 -0.0306	     nan	  0.0000
173.5000	  6.5000	 -2.3505	  0.0014	     nan	  0.0000
176.5000	  6.5000	 -2.2836	  0.0440	     nan	  0.0000
179.5000	  6.5000	 -2.3007	  0.0535	     nan	  0.0000
182.5000	  6.5000	 -2.3144	  0.0658	     nan	  0.0000
185.5000	  6.5000	 -2.3099	  0.0605	     nan	  0.0000
188.5000	  6.5000	 -2.4058	  0.0282	     nan	  0.0000
