# x	y	u	v	s2n	mask
371.5000	 15.5000	 -2.4327	  0.0058	     nan	  0.0000
374.5000	 15.5000	 -2.4368	  0.0011	     nan	  0.0000
377.5000	 15.5000	 -2.5933	  0.0305	     nan	  0.0000
380.5000	 15.5000	 -2.6554	  0.0417	     nan	  0.0000
383.5000	 15.5000	 -2.6438	  0.0223	     nan	  0.0000
386.5000	 15.5000	 -2.6229	 -0.0046	     nan	  0.0000
389.5000	 15.5000	 -2.5126	 -0.0534	     nan	  0.0000
392.5000	 15.5000	 -2.3618	 -0.1211	     nan	  0.0000
395.5000	 15.5000	 -2.3254	 -0.0851	     nan	  0.0000
398.5000	 15.5000	 -2.4349	  0.0296	     nan	  0.0000
401.5000	 15.5000	 -2.4064	  0.0295	     nan	  0.0000
404.5000	 15.5000	 -2.4080	 -0.0179	     nan	  0.0000
407.5000	 15.5000	 -2.5064	 -0.0326	     nan	  0.0000
410.5000	 15.5000	 -2.4672	 -0.0268	     nan	  0.0000
413.5000	 15.5000	 -2.3297	 -0.0254	     nan	  0.0000
416.5000	 15.5000	 -2.3473	 -0.0102	     nan	  0.0000
419.5000	 15.5000	 -2.5352	  0.0234	     nan	  0.0000
422.5000	 15.5000	 -2.5554	  0.0149	     nan	  0.0000
425.5000	 15.5000	 -2.4036	 -0.0219	     nan	  0.0000
428.5000	 15.5000	 -2.2462	  0.0504	     nan	  0.0000
431.5000	 15.5000	 -2.2243	  0.1090	     nan	  0.0000
434.5000	 15.5000	 -2.2661	  0.0439	     nan	  0.0000
437.5000	 15.5000	 -2.2184	 -0.0070	     nan	  0.0000
440.5000	 15.5000	 -2.2230	 -0.0074	     nan	  0.0000
443.5000	 15.5000	 -2.3355	  0.0501	     nan	  0.0000
446.5000	 15.5000	 -2.4897	  0.0735	     nan	  0.0000
449.5000	 15.5000	 -2.5682	  0.1446	     nan	  0.0000
452.5000	 15.5000	 -2.5591	  0.1234	     nan	  0.0000
455.5000	 15.5000	 -2.4449	  0.0199	     nan	  0.0000
458.5000	 15.5000	 -2.3978	 -0.0013	     nan	  0.0000
461.5000	 15.5000	 -2.3831	  0.0664	     nan	  0.0000
464.5000	 15.5000	 -2.4359	  0.0541	     nan	  0.0000
467.5000	 15.5000	 -2.4564	  0.0008	     nan	  0.0000
470.5000	 15.5000	 -2.4361	 -0.0145	     nan	  0.0000
473.5000	 15.5000	 -2.4367	  0.0161	     nan	  0.0000
476.5000	 15.5000	 -2.4682	  0.0366	     nan	  0.0000
479.5000	 15.5000	 -2.4777	  0.0572	     nan	  0.0000
482.5000	 15.5000	 -2.4799	  0.0538	     nan	  0.0000
485.5000	 15.5000	 -2.4940	 -0.0233	     nan	  0.0000
488.5000	 15.5000	 -2.5740	 -0.1190	     nan	  0.0000
491.5000	 15.5000	 -2.5101	 -0.0957	     nan	  0.0000
494.5000	 15.5000	 -2.4457	 -0.0431	     nan	  0.0000
497.5000	 15.5000	 -2.5403	 -0.0333	     nan	  0.0000
500.5000	 15.5000	 -2.5810	  0.0124	     nan	  0.0000
503.5000	 15.5000	 -2.4738	  0.0848	     nan	  0.0000
506.5000	 15.5000	 -2.2455	  0.1082	     nan	  0.0000
509.5000	 15.5000	 -2.2876	 -0.0062	     nan	  0.0000
512.5000	 15.5000	 -2.4265	 -0.0573	     nan	  0.0000
515.5000	 15.5000	 -2.4735	 -0.0619	     nan	  0.0000
518.5000	 15.5000	 -2.5022	  0.0008	     nan	  0.0000
521.5000	 15.5000	 -2.5030	  0.0039	     nan	  0.0000
524.5000	 15.5000	 -2.4707	  0.0184	     nan	  0.0000
527.5000	 15.5000	 -2.3981	  0.0177	     nan	  0.0000
530.5000	 15.5000	 -2.4213	  0.0281	     nan	  0.0000
533.5000	 15.5000	 -2.5012	  0.0725	     nan	  0.0000
536.5000	 15.5000	 -2.5247	  0.0447	     nan	  0.0000
539.5000	 15.5000	 -2.4347	 -0.0105	     nan	  0.0000
542.5000	 15.5000	 -2.4209	 -0.0184	     nan	  0.0000
545.5000	 15.5000	 -2.5002	  0.0007	     nan	  0.0000
548.5000	 15.5000	 -2.4950	  0.0366	     nan	  0.0000
551.5000	 15.5000	 -2.4057	  0.0852	     nan	  0.0000
554.5000	 15.5000	 -2.3758	  0.0921	     nan	  0.0000
557.5000	 15.5000	 -2.4575	  0.0769	     nan	  0.0000
560.5000	 15.5000	 -2.5527	  0.0511	     nan	  0.0000
563.5000	 15.5000	 -2.6610	  0.0685	     nan	  0.0000
566.5000	 15.5000	 -2.6240	  0.1007	     nan	  0.0000
569.5000	 15.5000	 -2.5486	  0.0623	     nan	  0.0000
572.5000	 15.5000	 -2.5579	  0.0217	     nan	  0.0000
575.5000	 15.5000	 -2.6830	  0.0092	     nan	  0.0000
578.5000	 15.5000	 -2.6407	  0.0548	     nan	  0.0000
581.5000	 15.5000	 -2.5932	  0.0089	     nan	  0.0000
584.5000	 15.5000	 -2.6041	 -0.0280	     nan	  0.0000
587.5000	 15.5000	 -2.6319	  0.0123	     nan	  0.0000
590.5000	 15.5000	 -2.7407	  0.0414	     nan	  0.0000
593.5000	 15.5000	 -2.7571	  0.1019	     nan	  0.0000
596.5000	 15.5000	 -2.7154	  0.0897	     nan	  0.0000
599.5000	 15.5000	 -2.6466	  0.0350	     nan	  0.0000
602.5000	 15.5000	 -2.6367	  0.0269	     nan	  0.0000
605.5000	 15.5000	 -2.5076	 -0.0006	     nan	  0.0000
608.5000	 15.5000	 -2.5982	  0.0382	     nan	  0.0000
611.5000	 15.5000	 -2.6273	  0.0759	     nan	  0.0000
614.5000	 15.5000	 -2.5625	  0.0810	     nan	  0.0000
617.5000	 15.5000	 -2.5227	  0.0739	     nan	  0.0000
620.5000	 15.5000	 -2.4669	  0.0824	     nan	  0.0000
623.5000	 15.5000	 -2.6120	  0.0690	     nan	  0.0000
626.5000	 15.5000	 -2.6262	  0.0478	     nan	  0.0000
629.5000	 15.5000	 -2.5855	  0.0695	     nan	  0.0000
632.5000	 15.5000	 -2.5928	  0.0743	     nan	  0.0000
635.5000	 15.5000	 -2.5503	  0.0442	     nan	  0.0000
638.5000	 15.5000	 -2.4420	 -0.0251	     nan	  0.0000
641.5000	 15.5000	 -2.3687	 -0.0172	     nan	  0.0000
644.5000	 15.5000	 -2.3882	  0.0491	     nan	  0.0000
647.5000	 15.5000	 -2.5335	  0.1348	     nan	  0.0000
650.5000	 15.5000	 -2.4297	  0.0894	     nan	  0.0000
653.5000	 15.5000	 -2.2916	 -0.0196	     nan	  0.0000
656.5000	 15.5000	 -2.3284	 -0.0261	     nan	  0.0000
659.5000	 15.5000	 -2.6172	 -0.0122	     nan	  0.0000
662.5000	 15.5000	 -2.5247	 -0.0367	     nan	  0.0000
665.5000	 15.5000	 -2.3839	 -0.0550	     nan	  0.0000
668.5000	 15.5000	 -2.3850	 -0.0233	     nan	  0.0000
671.5000	 15.5000	 -2.6088	  0.0427	     nan	  0.0000
674.5000	 15.5000	 -2.7912	  0.0894	     nan	  0.0000
677.5000	 15.5000	 -2.8941	  0.1128	     nan	  0.0000
680.5000	 15.5000	 -3.0687	  0.2380	     nan	  0.0000
683.5000	 15.5000	 -2.7324	  0.2418	     nan	  0.0000
686.5000	 15.5000	 -2.5512	  0.2464	     nan	  0.0000
689.5000	 15.5000	 -2.4461	  0.1590	     nan	  0.0000
692.5000	 15.5000	 -2.3938	  0.0810	     nan	  0.0000
695.5000	 15.5000	 -2.5744	  0.1168	     nan	  0.0000
698.5000	 15.5000	 -2.6532	  0.1333	     nan	  0.0000
701.5000	 15.5000	 -2.5872	  0.1384	     nan	  0.0000
704.5000	 15.5000	 -2.4692	  0.1114	     nan	  0.0000
707.5000	 15.5000	 -2.4037	  0.1151	     nan	  0.0000
710.5000	 15.5000	 -2.4312	  0.0939	     nan	  0.0000
713.5000	 15.5000	 -2.5600	  0.0587	     nan	  0.0000
716.5000	 15.5000	 -2.6030	  0.0186	     nan	  0.0000
719.5000	 15.5000	 -2.6497	  0.0477	     nan	  0.0000
722.5000	 15.5000	 -2.5030	  0.0783	     nan	  0.0000
725.5000	 15.5000	 -2.4473	  0.0428	     nan	  0.0000
728.5000	 15.5000	 -2.5244	 -0.0256	     nan	  0.0000
731.5000	 15.5000	 -2.6825	  0.0109	     nan	  0.0000
734.5000	 15.5000	 -2.6219	  0.1139	     nan	  0.0000
737.5000	 15.5000	 -2.4509	  0.1611	     nan	  0.0000
740.5000	 15.5000	 -2.4584	  0.0629	     nan	  0.0000
743.5000	 15.5000	 -2.5232	 -0.4385	     nan	  0.0000
746.5000	 15.5000	 -2.5617	 -0.6043	     nan	  0.0000
749.5000	 15.5000	 -2.4201	 -0.3782	     nan	  0.0000
752.5000	 15.5000	 -2.4845	 -0.1978	     nan	  0.0000
755.5000	 15.5000	 -2.5119	 -0.0186	     nan	  0.0000
758.5000	 15.5000	 -2.4770	  0.1070	     nan	  0.0000
761.5000	 15.5000	 -2.4746	  0.0515	     nan	  0.0000
764.5000	 15.5000	 -2.4129	 -0.1091	     nan	  0.0000
767.5000	 15.5000	 -2.3457	 -0.1805	     nan	  0.0000
770.5000	 15.5000	 -2.2491	 -0.0823	     nan	  0.0000
773.5000	 15.5000	 -2.2594	  0.0162	     nan	  0.0000
776.5000	 15.5000	 -2.3490	  0.0688	     nan	  0.0000
779.5000	 15.5000	 -2.4884	  0.3051	     nan	  0.0000
782.5000	 15.5000	 -2.9062	  0.8467	     nan	  0.0000
785.5000	 15.5000	 -2.7019	  0.4372	     nan	  0.0000
788.5000	 15.5000	 -2.5778	  0.1721	     nan	  0.0000
791.5000	 15.5000	 -2.4450	  0.1316	     nan	  0.0000
794.5000	 15.5000	 -2.3049	  0.1046	     nan	  0.0000
797.5000	 15.5000	 -2.3610	  0.0971	     nan	  0.0000
800.5000	 15.5000	 -2.5515	  0.0577	     nan	  0.0000
803.5000	 15.5000	 -2.3285	  0.0126	     nan	  0.0000
806.5000	 15.5000	 -1.6913	  0.0894	     nan	  0.0000
809.5000	 15.5000	 -1.3575	  0.1922	     nan	  0.0000
812.5000	 15.5000	 -1.3793	  0.0977	     nan	  0.0000
815.5000	 15.5000	 -1.6745	 -0.0991	     nan	  0.0000
818.5000	 15.5000	 -2.1651	 -0.1733	     nan	  0.0000
821.5000	 15.5000	 -2.4833	 -0.0824	     nan	  0.0000
824.5000	 15.5000	 -2.4592	  0.0418	     nan	  0.0000
827.5000	 15.5000	 -2.3856	  0.0989	     nan	  0.0000
830.5000	 15.5000	 -2.3462	  0.1040	     nan	  0.0000
833.5000	 15.5000	 -2.3027	  0.1099	     nan	  0.0000
836.5000	 15.5000	 -2.3214	  0.1013	     nan	  0.0000
839.5000	 15.5000	 -2.3548	  0.1090	     nan	  0.0000
842.5000	 15.5000	 -2.4705	  0.0703	     nan	  0.0000
845.5000	 15.5000	 -2.3322	  0.0394	     nan	  0.0000
848.5000	 15.5000	 -2.1329	  0.0578	     nan	  0.0000
851.5000	 15.5000	 -2.1001	  0.0962	     nan	  0.0000
854.5000	 15.5000	 -1.9296	 -0.0699	     nan	  0.0000
857.5000	 15.5000	 -1.8775	 -0.2403	     nan	  0.0000
860.5000	 15.5000	 -1.9302	 -0.2863	     nan	  0.0000
863.5000	 15.5000	 -1.9966	 -0.3000	     nan	  0.0000
866.5000	 15.5000	 -2.3463	 -0.4449	     nan	  0.0000
869.5000	 15.5000	 -2.7499	 -0.0156	     nan	  0.0000
872.5000	 15.5000	 -2.2747	  0.1334	     nan	  0.0000
875.5000	 15.5000	 -2.0963	  0.0962	     nan	  0.0000
878.5000	 15.5000	 -2.1146	  0.0670	     nan	  0.0000
881.5000	 15.5000	 -2.1022	 -0.0345	     nan	  0.0000
884.5000	 15.5000	 -2.1517	 -0.1526	     nan	  0.0000
887.5000	 15.5000	 -2.2277	 -0.2444	     nan	  0.0000
890.5000	 15.5000	 -2.2651	 -0.0339	     nan	  0.0000
893.5000	 15.5000	 -2.3212	  0.0896	     nan	  0.0000
896.5000	 15.5000	 -2.4338	  0.1313	     nan	  0.0000
899.5000	 15.5000	 -2.5238	  0.0461	     nan	  0.0000
902.5000	 15.5000	 -2.5534	 -0.0029	     nan	  0.0000
905.5000	 15.5000	 -2.4183	  0.0563	     nan	  0.0000
908.5000	 15.5000	 -2.3431	  0.0777	     nan	  0.0000
911.5000	 15.5000	 -2.2894	  0.0324	     nan	  0.0000
914.5000	 15.5000	 -2.2436	  0.0225	     nan	  0.0000
917.5000	 15.5000	 -2.1723	  0.0216	     nan	  0.0000
920.5000	 15.5000	 -2.1094	  0.0563	     nan	  0.0000
923.5000	 15.5000	 -2.0418	  0.0584	     nan	  0.0000
926.5000	 15.5000	 -2.0816	  0.0339	     nan	  0.0000
929.5000	 15.5000	 -2.1861	  0.0260	     nan	  0.0000
932.5000	 15.5000	 -2.3438	  0.0338	     nan	  0.0000
935.5000	 15.5000	 -2.4908	  0.0016	     nan	  0.0000
938.5000	 15.5000	 -2.4862	 -0.0176	     nan	  0.0000
941.5000	 15.5000	 -2.3223	 -0.0290	     nan	  0.0000
944.5000	 15.5000	 -2.2890	  0.0320	     nan	  0.0000
947.5000	 15.5000	 -2.3702	  0.0833	     nan	  0.0000
950.5000	 15.5000	 -2.3610	  0.0979	     nan	  0.0000
953.5000	 15.5000	 -2.3549	  0.0182	     nan	  0.0000
956.5000	 15.5000	 -2.3081	 -0.0341	     nan	  0.0000
959.5000	 15.5000	 -2.2703	 -0.0826	     nan	  0.0000
962.5000	 15.5000	 -2.3607	 -0.0303	     nan	  0.0000
965.5000	 15.5000	 -2.3483	  0.0307	     nan	  0.0000
968.5000	 15.5000	 -2.3568	  0.0677	     nan	  0.0000
971.5000	 15.5000	 -2.2478	  0.0874	     nan	  0.0000
974.5000	 15.5000	 -2.2663	  0.0485	     nan	  0.0000
977.5000	 15.5000	 -2.4008	  0.0265	     nan	  0.0000
980.5000	 15.5000	 -2.5050	  0.0588	     nan	  0.0000
983.5000	 15.5000	 -2.5246	  0.0304	     nan	  0.0000
986.5000	 15.5000	 -2.3610	  0.0183	     nan	  0.0000
989.5000	 15.5000	 -2.2887	  0.0328	     nan	  0.0000
992.5000	 15.5000	 -2.2770	  0.0631	     nan	  0.0000
995.5000	 15.5000	 -2.2671	  0.0655	     nan	  0.0000
998.5000	 15.5000	 -2.2873	  0.0467	     nan	  0.0000
1001.5000	 15.5000	 -2.3140	  0.0266	     nan	  0.0000
1004.5000	 15.5000	 -2.3174	  0.0346	     nan	  0.0000
1007.5000	 15.5000	 -2.4628	  0.0977	     nan	  0.0000
1010.5000	 15.5000	 -2.4141	  0.1197	     nan	  0.0000
1013.5000	 15.5000	 -2.2223	  0.1504	     nan	  0.0000
1016.5000	 15.5000	 -2.1213	  0.1566	     nan	  0.0000
1019.5000	 15.5000	 -2.1246	  0.1313	     nan	  0.0000
  2.5000	 18.5000	 -2.5294	  0.0319	     nan	  0.0000
  5.5000	 18.5000	 -2.4871	 -0.0180	     nan	  0.0000
  8.5000	 18.5000	 -2.4627	 -0.1426	     nan	  0.0000
 11.5000	 18.5000	 -2.4358	 -0.1051	     nan	  0.0000
 14.5000	 18.5000	 -2.3874	  0.0589	     nan	  0.0000
 17.5000	 18.5000	 -2.2450	  0.0934	     nan	  0.0000
 20.5000	 18.5000	 -2.2049	  0.0758	     nan	  0.0000
 23.5000	 18.5000	 -2.2020	  0.0742	     nan	  0.0000
 26.5000	 18.5000	 -2.2246	  0.0972	     nan	  0.0000
 29.5000	 18.5000	 -2.2293	  0.1000	     nan	  0.0000
 32.5000	 18.5000	 -2.2045	 -0.0066	     nan	  0.0000
 35.5000	 18.5000	 -2.2077	 -0.0031	     nan	  0.0000
 38.5000	 18.5000	 -2.1896	  0.0273	     nan	  0.0000
 41.5000	 18.5000	 -2.1692	 -0.0728	     nan	  0.0000
 44.5000	 18.5000	 -2.1465	 -0.1252	     nan	  0.0000
 47.5000	 18.5000	 -2.1951	 -0.0563	     nan	  0.0000
 50.5000	 18.5000	 -2.3040	  0.0361	     nan	  0.0000
 53.5000	 18.5000	 -2.3788	  0.0078	     nan	  0.0000
 56.5000	 18.5000	 -2.4138	 -0.0148	     nan	  0.0000
 59.5000	 18.5000	 -2.3429	 -0.0076	     nan	  0.0000
 62.5000	 18.5000	 -2.2502	 -0.0227	     nan	  0.0000
 65.5000	 18.5000	 -2.2081	 -0.0904	     nan	  0.0000
 68.5000	 18.5000	 -2.2636	 -0.0877	     nan	  0.0000
 71.5000	 18.5000	 -2.3172	 -0.0328	     nan	  0.0000
 74.5000	 18.5000	 -2.3457	  0.0016	     nan	  0.0000
 77.5000	 18.5000	 -2.3116	  0.0260	     nan	  0.0000
 80.5000	 18.5000	 -2.2921	 -0.0024	     nan	  0.0000
 83.5000	 18.5000	 -2.2824	 -0.0613	     nan	  0.0000
 86.5000	 18.5000	 -2.2745	 -0.0596	     nan	  0.0000
 89.5000	 18.5000	 -2.2875	  0.0114	     nan	  0.0000
 92.5000	 18.5000	 -2.2887	  0.0316	     nan	  0.0000
 95.5000	 18.5000	 -2.2133	  0.0251	     nan	  0.0000
 98.5000	 18.5000	 -2.2600	  0.0289	     nan	  0.0000
101.5000	 18.5000	 -2.2650	  0.0223	     nan	  0.0000
104.5000	 18.5000	 -2.2343	  0.0508	     nan	  0.0000
107.5000	 18.5000	 -2.3007	  0.1096	     nan	  0.0000
110.5000	 18.5000	 -2.3955	  0.0932	     nan	  0.0000
113.5000	 18.5000	 -2.3371	  0.0109	     nan	  0.0000
116.5000	 18.5000	 -2.3187	 -0.0436	     nan	  0.0000
119.5000	 18.5000	 -2.3021	 -0.0573	     nan	  0.0000
122.5000	 18.5000	 -2.3151	 -0.0665	     nan	  0.0000
125.5000	 18.5000	 -2.3306	 -0.0556	     nan	  0.0000
128.5000	 18.5000	 -2.3626	 -0.0031	     nan	  0.0000
131.5000	 18.5000	 -2.3838	  0.0399	     nan	  0.0000
134.5000	 18.5000	 -2.3857	 -0.0475	     nan	  0.0000
137.5000	 18.5000	 -2.3450	 -0.1010	     nan	  0.0000
140.5000	 18.5000	 -2.2613	 -0.0867	     nan	  0.0000
143.5000	 18.5000	 -2.2778	 -0.0485	     nan	  0.0000
146.5000	 18.5000	 -2.2851	 -0.0536	     nan	  0.0000
149.5000	 18.5000	 -2.2668	 -0.0693	     nan	  0.0000
152.5000	 18.5000	 -2.3067	 -0.0736	     nan	  0.0000
155.5000	 18.5000	 -2.3485	 -0.1258	     nan	  0.0000
158.5000	 18.5000	 -2.3999	 -0.1351	     nan	  0.0000
161.5000	 18.5000	 -2.4475	 -0.0843	     nan	  0.0000
164.5000	 18.5000	 -2.3241	 -0.0377	     nan	  0.0000
167.5000	 18.5000	 -2.2760	 -0.0455	     nan	  0.0000
170.5000	 18.5000	 -2.3324	 -0.0468	     nan	  0.0000
173.5000	 18.5000	 -2.3077	 -0.0439	     nan	  0.0000
176.5000	 18.5000	 -2.3360	 -0.0418	     nan	  0.0000
179.5000	 18.5000	 -2.3501	 -0.0333	     nan	  0.0000
182.5000	 18.5000	 -2.3203	 -0.0210	     nan	  0.0000
185.5000	 18.5000	 -2.3080	  0.0217	     nan	  0.0000
188.5000	 18.5000	 -2.3392	  0.0776	     nan	  0.0000
191.5000	 18.5000	 -2.3919	  0.0733	     nan	  0.0000
194.5000	 18.5000	 -2.3691	  0.0296	     nan	  0.0000
197.5000	 18.5000	 -2.3591	 -0.0022	     nan	  0.0000
200.5000	 18.5000	 -2.4237	 -0.0239	     nan	  0.0000
203.5000	 18.5000	 -2.5153	 -0.0288	     nan	  0.0000
206.5000	 18.5000	 -2.5001	 -0.0465	     nan	  0.0000
209.5000	 18.5000	 -2.4428	 -0.0140	     nan	  0.0000
212.5000	 18.5000	 -2.4244	  0.0088	     nan	  0.0000
215.5000	 18.5000	 -2.4908	 -0.0044	     nan	  0.0000
218.5000	 18.5000	 -2.5159	 -0.0157	     nan	  0.0000
221.5000	 18.5000	 -2.4950	 -0.0346	     nan	  0.0000
224.5000	 18.5000	 -2.4600	 -0.0520	     nan	  0.0000
227.5000	 18.5000	 -2.4053	 -0.0459	     nan	  0.0000
230.5000	 18.5000	 -2.4104	 -0.0165	     nan	  0.0000
233.5000	 18.5000	 -2.4319	 -0.0276	     nan	  0.0000
236.5000	 18.5000	 -2.4132	 -0.0612	     nan	  0.0000
239.5000	 18.5000	 -2.4183	 -0.0194	     nan	  0.0000
242.5000	 18.5000	 -2.4103	  0.0046	     nan	  0.0000
245.5000	 18.5000	 -2.4135	  0.0020	     nan	  0.0000
248.5000	 18.5000	 -2.3680	  0.0329	     nan	  0.0000
251.5000	 18.5000	 -2.4057	  0.0333	     nan	  0.0000
254.5000	 18.5000	 -2.5526	 -0.0165	     nan	  0.0000
257.5000	 18.5000	 -2.4953	 -0.0416	     nan	  0.0000
260.5000	 18.5000	 -2.4972	 -0.0475	     nan	  0.0000
263.5000	 18.5000	 -2.5808	 -0.0430	     nan	  0.0000
266.5000	 18.5000	 -2.5899	 -0.0159	     nan	  0.0000
269.5000	 18.5000	 -2.5946	 -0.0042	     nan	  0.0000
272.5000	 18.5000	 -2.5822	 -0.0337	     nan	  0.0000
275.5000	 18.5000	 -2.6086	 -0.1049	     nan	  0.0000
278.5000	 18.5000	 -2.5623	 -0.1476	     nan	  0.0000
281.5000	 18.5000	 -2.4981	 -0.1904	     nan	  0.0000
284.5000	 18.5000	 -2.5178	 -0.1218	     nan	  0.0000
287.5000	 18.5000	 -2.5711	 -0.0928	     nan	  0.0000
290.5000	 18.5000	 -2.6245	 -0.1280	     nan	  0.0000
293.5000	 18.5000	 -2.7344	 -0.1157	     nan	  0.0000
296.5000	 18.5000	 -2.6746	 -0.0888	     nan	  0.0000
299.5000	 18.5000	 -2.6391	 -0.0858	     nan	  0.0000
302.5000	 18.5000	 -2.6067	 -0.0865	     nan	  0.0000
305.5000	 18.5000	 -2.5854	 -0.0469	     nan	  0.0000
308.5000	 18.5000	 -2.5087	 -0.0215	     nan	  0.0000
311.5000	 18.5000	 -2.5242	 -0.0053	     nan	  0.0000
314.5000	 18.5000	 -2.5784	 -0.0100	     nan	  0.0000
317.5000	 18.5000	 -2.7637	 -0.0528	     nan	  0.0000
320.5000	 18.5000	 -2.8136	 -0.0400	     nan	  0.0000
323.5000	 18.5000	 -2.6894	  0.0505	     nan	  0.0000
326.5000	 18.5000	 -2.7011	  0.1062	     nan	  0.0000
329.5000	 18.5000	 -2.6924	  0.0985	     nan	  0.0000
332.5000	 18.5000	 -2.6547	  0.0051	     nan	  0.0000
335.5000	 18.5000	 -2.5761	 -0.0687	     nan	  0.0000
338.5000	 18.5000	 -2.5917	 -0.0510	     nan	  0.0000
341.5000	 18.5000	 -2.6651	 -0.0590	     nan	  0.0000
344.5000	 18.5000	 -2.6157	 -0.0801	     nan	  0.0000
347.5000	 18.5000	 -2.5209	 -0.0726	     nan	  0.0000
350.5000	 18.5000	 -2.5136	 -0.0680	     nan	  0.0000
353.5000	 18.5000	 -2.5172	 -0.0631	     nan	  0.0000
356.5000	 18.5000	 -2.5101	 -0.0422	     nan	  0.0000
359.5000	 18.5000	 -2.5834	 -0.0406	     nan	  0.0000
362.5000	 18.5000	 -2.6279	 -0.0342	     nan	  0.0000
365.5000	 18.5000	 -2.5756	 -0.0249	     nan	  0.0000
368.5000	 18.5000	 -2.5269	 -0.0046	     nan	  0.0000
371.5000	 18.5000	 -2.4356	  0.0036	     nan	  0.0000
374.5000	 18.5000	 -2.4183	  0.0133	     nan	  0.0000
377.5000	 18.5000	 -2.5971	  0.0297	     nan	  0.0000
380.5000	 18.5000	 -2.6721	  0.0164	     nan	  0.0000
383.5000	 18.5000	 -2.6654	  0.0030	     nan	  0.0000
386.5000	 18.5000	 -2.6685	 -0.0254	     nan	  0.0000
389.5000	 18.5000	 -2.5532	 -0.0625	     nan	  0.0000
392.5000	 18.5000	 -2.3941	 -0.1269	     nan	  0.0000
395.5000	 18.5000	 -2.3661	 -0.1061	     nan	  0.0000
398.5000	 18.5000	 -2.4534	 -0.0306	     nan	  0.0000
401.5000	 18.5000	 -2.4229	 -0.0180	     nan	  0.0000
404.5000	 18.5000	 -2.4160	 -0.0360	     nan	  0.0000
407.5000	 18.5000	 -2.5275	 -0.0238	     nan	  0.0000
410.5000	 18.5000	 -2.5126	 -0.0178	     nan	  0.0000
413.5000	 18.5000	 -2.3609	 -0.0240	     nan	  0.0000
416.5000	 18.5000	 -2.3788	 -0.0202	     nan	  0.0000
419.5000	 18.5000	 -2.5357	 -0.0486	     nan	  0.0000
422.5000	 18.5000	 -2.4990	 -0.1007	     nan	  0.0000
425.5000	 18.5000	 -2.3361	 -0.1315	     nan	  0.0000
428.5000	 18.5000	 -2.2771	 -0.0583	     nan	  0.0000
431.5000	 18.5000	 -2.2497	  0.0536	     nan	  0.0000
434.5000	 18.5000	 -2.2845	  0.0859	     nan	  0.0000
437.5000	 18.5000	 -2.2590	  0.0658	     nan	  0.0000
440.5000	 18.5000	 -2.2686	  0.0907	     nan	  0.0000
443.5000	 18.5000	 -2.3619	  0.1063	     nan	  0.0000
446.5000	 18.5000	 -2.4270	  0.0497	     nan	  0.0000
449.5000	 18.5000	 -2.6202	  0.0181	     nan	  0.0000
452.5000	 18.5000	 -2.7043	  0.0305	     nan	  0.0000
455.5000	 18.5000	 -2.5651	 -0.0106	     nan	  0.0000
458.5000	 18.5000	 -2.4804	 -0.0049	     nan	  0.0000
461.5000	 18.5000	 -2.4218	  0.0402	     nan	  0.0000
464.5000	 18.5000	 -2.4603	  0.0408	     nan	  0.0000
467.5000	 18.5000	 -2.4576	 -0.0045	     nan	  0.0000
470.5000	 18.5000	 -2.4391	 -0.0743	     nan	  0.0000
473.5000	 18.5000	 -2.4450	 -0.0774	     nan	  0.0000
476.5000	 18.5000	 -2.4550	 -0.1032	     nan	  0.0000
479.5000	 18.5000	 -2.4732	 -0.0755	     nan	  0.0000
482.5000	 18.5000	 -2.5044	 -0.0002	     nan	  0.0000
485.5000	 18.5000	 -2.6213	 -0.0380	     nan	  0.0000
488.5000	 18.5000	 -2.7308	 -0.0825	     nan	  0.0000
491.5000	 18.5000	 -2.5502	  0.0320	     nan	  0.0000
494.5000	 18.5000	 -2.4284	  0.0589	     nan	  0.0000
497.5000	 18.5000	 -2.4715	  0.0552	     nan	  0.0000
500.5000	 18.5000	 -2.4911	  0.0954	     nan	  0.0000
503.5000	 18.5000	 -2.3600	  0.1792	     nan	  0.0000
506.5000	 18.5000	 -2.1091	  0.2699	     nan	  0.0000
509.5000	 18.5000	 -2.2948	  0.0099	     nan	  0.0000
512.5000	 18.5000	 -2.4103	 -0.0508	     nan	  0.0000
515.5000	 18.5000	 -2.4580	 -0.0114	     nan	  0.0000
518.5000	 18.5000	 -2.4765	  0.0204	     nan	  0.0000
521.5000	 18.5000	 -2.4901	 -0.0125	     nan	  0.0000
524.5000	 18.5000	 -2.4798	 -0.0228	     nan	  0.0000
527.5000	 18.5000	 -2.4399	 -0.0223	     nan	  0.0000
530.5000	 18.5000	 -2.4836	  0.0100	     nan	  0.0000
533.5000	 18.5000	 -2.5179	  0.0500	     nan	  0.0000
536.5000	 18.5000	 -2.4774	  0.0373	     nan	  0.0000
539.5000	 18.5000	 -2.3749	  0.0217	     nan	  0.0000
542.5000	 18.5000	 -2.3742	  0.0442	     nan	  0.0000
545.5000	 18.5000	 -2.5003	  0.0096	     nan	  0.0000
548.5000	 18.5000	 -2.5699	  0.0248	     nan	  0.0000
551.5000	 18.5000	 -2.5456	  0.0780	     nan	  0.0000
554.5000	 18.5000	 -2.5368	  0.0663	     nan	  0.0000
557.5000	 18.5000	 -2.5933	  0.0155	     nan	  0.0000
560.5000	 18.5000	 -2.6704	 -0.0704	     nan	  0.0000
