# x	y	u	v	s2n	mask
230.5000	  3.5000	 -2.4555	 -0.0193	     nan	  0.0000
233.5000	  3.5000	 -2.5148	 -0.0384	     nan	  0.0000
236.5000	  3.5000	 -2.4870	 -0.0887	     nan	  0.0000
239.5000	  3.5000	 -2.4967	 -0.1101	     nan	  0.0000
242.5000	  3.5000	 -2.4551	 -0.0672	     nan	  0.0000
245.5000	  3.5000	 -2.4268	 -0.0189	     nan	  0.0000
248.5000	  3.5000	 -2.3755	 -0.0176	     nan	  0.0000
251.5000	  3.5000	 -2.3629	  0.0240	     nan	  0.0000
254.5000	  3.5000	 -2.3713	  0.0423	     nan	  0.0000
257.5000	  3.5000	 -2.3922	 -0.0562	     nan	  0.0000
260.5000	  3.5000	 -2.3959	 -0.0705	     nan	  0.0000
263.5000	  3.5000	 -2.4372	  0.0201	     nan	  0.0000
266.5000	  3.5000	 -2.5597	  0.0721	     nan	  0.0000
269.5000	  3.5000	 -2.5806	  0.0652	     nan	  0.0000
272.5000	  3.5000	 -2.4874	  0.0739	     nan	  0.0000
275.5000	  3.5000	 -2.5306	  0.0721	     nan	  0.0000
278.5000	  3.5000	 -2.5355	  0.0371	     nan	  0.0000
281.5000	  3.5000	 -2.6541	 -0.0369	     nan	  0.0000
284.5000	  3.5000	 -2.7011	 -0.1127	     nan	  0.0000
287.5000	  3.5000	 -2.5492	 -0.1811	     nan	  0.0000
290.5000	  3.5000	 -2.4745	 -0.1662	     nan	  0.0000
293.5000	  3.5000	 -2.5675	 -0.0672	     nan	  0.0000
296.5000	  3.5000	 -2.6974	  0.0268	     nan	  0.0000
299.5000	  3.5000	 -2.7919	  0.0677	     nan	  0.0000
302.5000	  3.5000	 -2.6808	  0.0682	     nan	  0.0000
305.5000	  3.5000	 -2.5560	  0.0424	     nan	  0.0000
308.5000	  3.5000	 -2.5060	  0.0363	     nan	  0.0000
311.5000	  3.5000	 -2.5355	  0.0269	     nan	  0.0000
314.5000	  3.5000	 -2.6340	  0.0265	     nan	  0.0000
317.5000	  3.5000	 -2.7925	  0.0411	     nan	  0.0000
320.5000	  3.5000	 -2.6906	  0.0263	     nan	  0.0000
323.5000	  3.5000	 -2.5286	 -0.0296	     nan	  0.0000
326.5000	  3.5000	 -2.4712	 -0.0530	     nan	  0.0000
329.5000	  3.5000	 -2.4030	  0.0277	     nan	  0.0000
332.5000	  3.5000	 -2.3705	  0.0895	     nan	  0.0000
335.5000	  3.5000	 -2.4583	  0.0826	     nan	  0.0000
338.5000	  3.5000	 -2.6268	  0.0374	     nan	  0.0000
341.5000	  3.5000	 -2.6558	 -0.0084	     nan	  0.0000
344.5000	  3.5000	 -2.5565	  0.0415	     nan	  0.0000
347.5000	  3.5000	 -2.4390	  0.1853	     nan	  0.0000
350.5000	  3.5000	 -2.3747	  0.1878	     nan	  0.0000
353.5000	  3.5000	 -2.3695	  0.0761	     nan	  0.0000
356.5000	  3.5000	 -2.4459	  0.0259	     nan	  0.0000
359.5000	  3.5000	 -2.5365	  0.0159	     nan	  0.0000
362.5000	  3.5000	 -2.6435	  0.0113	     nan	  0.0000
365.5000	  3.5000	 -2.7630	  0.0376	     nan	  0.0000
368.5000	  3.5000	 -2.7888	  0.0823	     nan	  0.0000
371.5000	  3.5000	 -2.5989	  0.1283	     nan	  0.0000
374.5000	  3.5000	 -2.4684	  0.0602	     nan	  0.0000
377.5000	  3.5000	 -2.5080	  0.0173	     nan	  0.0000
380.5000	  3.5000	 -2.5886	 -0.0016	     nan	  0.0000
383.5000	  3.5000	 -2.6289	 -0.0331	     nan	  0.0000
386.5000	  3.5000	 -2.5622	 -0.1072	     nan	  0.0000
389.5000	  3.5000	 -2.5506	 -0.1460	     nan	  0.0000
392.5000	  3.5000	 -2.5460	 -0.0635	     nan	  0.0000
395.5000	  3.5000	 -2.5192	 -0.0147	     nan	  0.0000
398.5000	  3.5000	 -2.3727	  0.0568	     nan	  0.0000
401.5000	  3.5000	 -2.3688	  0.0724	     nan	  0.0000
404.5000	  3.5000	 -2.3926	  0.0640	     nan	  0.0000
407.5000	  3.5000	 -2.5561	  0.0711	     nan	  0.0000
410.5000	  3.5000	 -2.5186	  0.0811	     nan	  0.0000
413.5000	  3.5000	 -2.3632	  0.0933	     nan	  0.0000
416.5000	  3.5000	 -2.3119	  0.0812	     nan	  0.0000
419.5000	  3.5000	 -2.3182	  0.0127	     nan	  0.0000
422.5000	  3.5000	 -2.3604	 -0.0971	     nan	  0.0000
425.5000	  3.5000	 -2.3705	 -0.0355	     nan	  0.0000
428.5000	  3.5000	 -2.4437	  0.0371	     nan	  0.0000
431.5000	  3.5000	 -2.5863	  0.0723	     nan	  0.0000
434.5000	  3.5000	 -2.5712	  0.0367	     nan	  0.0000
437.5000	  3.5000	 -2.4301	 -0.0622	     nan	  0.0000
440.5000	  3.5000	 -2.2416	 -0.1433	     nan	  0.0000
443.5000	  3.5000	 -2.2954	 -0.2077	     nan	  0.0000
446.5000	  3.5000	 -2.2934	 -0.2125	     nan	  0.0000
449.5000	  3.5000	 -2.3572	 -0.1754	     nan	  0.0000
452.5000	  3.5000	 -2.3873	 -0.1287	     nan	  0.0000
455.5000	  3.5000	 -2.3943	 -0.0315	     nan	  0.0000
458.5000	  3.5000	 -2.5271	  0.0190	     nan	  0.0000
461.5000	  3.5000	 -2.4494	 -0.0400	     nan	  0.0000
464.5000	  3.5000	 -2.4213	 -0.1203	     nan	  0.0000
467.5000	  3.5000	 -2.5580	  0.0426	     nan	  0.0000
470.5000	  3.5000	 -2.4093	  0.0487	     nan	  0.0000
473.5000	  3.5000	 -2.4122	 -0.0432	     nan	  0.0000
476.5000	  3.5000	 -2.4409	 -0.0263	     nan	  0.0000
479.5000	  3.5000	 -2.4183	  0.0131	     nan	  0.0000
482.5000	  3.5000	 -2.3035	  0.0923	     nan	  0.0000
485.5000	  3.5000	 -2.3472	  0.1396	     nan	  0.0000
488.5000	  3.5000	 -2.5295	  0.2068	     nan	  0.0000
491.5000	  3.5000	 -2.5808	  0.2358	     nan	  0.0000
494.5000	  3.5000	 -2.6145	  0.1676	     nan	  0.0000
497.5000	  3.5000	 -2.5864	  0.1104	     nan	  0.0000
500.5000	  3.5000	 -2.5985	  0.1055	     nan	  0.0000
503.5000	  3.5000	 -2.5443	  0.0545	     nan	  0.0000
506.5000	  3.5000	 -2.6902	 -0.1123	     nan	  0.0000
509.5000	  3.5000	 -3.0561	 -0.3466	     nan	  0.0000
512.5000	  3.5000	 -2.6640	 -0.2572	     nan	  0.0000
515.5000	  3.5000	 -2.4701	 -0.1392	     nan	  0.0000
518.5000	  3.5000	 -2.5510	 -0.0019	     nan	  0.0000
521.5000	  3.5000	 -2.6142	  0.0158	     nan	  0.0000
524.5000	  3.5000	 -2.6687	 -0.0109	     nan	  0.0000
527.5000	  3.5000	 -2.6633	 -0.0909	     nan	  0.0000
530.5000	  3.5000	 -2.5186	 -0.2511	     nan	  0.0000
533.5000	  3.5000	 -2.5614	 -0.0871	     nan	  0.0000
536.5000	  3.5000	 -2.5669	  0.0550	     nan	  0.0000
539.5000	  3.5000	 -2.5137	  0.1473	     nan	  0.0000
542.5000	  3.5000	 -2.5916	  0.1962	     nan	  0.0000
545.5000	  3.5000	 -2.5372	  0.1492	     nan	  0.0000
548.5000	  3.5000	 -2.4744	  0.0161	     nan	  0.0000
551.5000	  3.5000	 -2.4271	  0.0102	     nan	  0.0000
554.5000	  3.5000	 -2.4222	  0.0316	     nan	  0.0000
557.5000	  3.5000	 -2.4615	  0.0339	     nan	  0.0000
560.5000	  3.5000	 -2.6134	  0.0962	     nan	  0.0000
563.5000	  3.5000	 -2.6773	  0.0730	     nan	  0.0000
566.5000	  3.5000	 -2.6169	 -0.0081	     nan	  0.0000
569.5000	  3.5000	 -2.5118	 -0.0763	     nan	  0.0000
572.5000	  3.5000	 -2.4333	 -0.1045	     nan	  0.0000
575.5000	  3.5000	 -2.4010	 -0.1006	     nan	  0.0000
578.5000	  3.5000	 -2.3380	 -0.0720	     nan	  0.0000
581.5000	  3.5000	 -2.4726	 -0.0357	     nan	  0.0000
584.5000	  3.5000	 -2.6160	  0.0447	     nan	  0.0000
587.5000	  3.5000	 -2.7124	  0.1436	     nan	  0.0000
590.5000	  3.5000	 -2.7917	  0.1980	     nan	  0.0000
593.5000	  3.5000	 -2.6533	  0.1203	     nan	  0.0000
596.5000	  3.5000	 -2.3178	 -0.0364	     nan	  0.0000
599.5000	  3.5000	 -2.3350	  0.2428	     nan	  0.0000
602.5000	  3.5000	 -2.7443	  1.1169	     nan	  0.0000
605.5000	  3.5000	 -2.8964	  1.1960	     nan	  0.0000
608.5000	  3.5000	 -2.7114	  0.4898	     nan	  0.0000
611.5000	  3.5000	 -2.7749	  0.0890	     nan	  0.0000
614.5000	  3.5000	 -2.8189	 -0.1153	     nan	  0.0000
617.5000	  3.5000	 -2.6797	 -0.1071	     nan	  0.0000
620.5000	  3.5000	 -2.4296	 -0.0593	     nan	  0.0000
623.5000	  3.5000	 -2.4415	 -0.1296	     nan	  0.0000
626.5000	  3.5000	 -2.3969	 -0.1220	     nan	  0.0000
629.5000	  3.5000	 -2.3180	 -0.0486	     nan	  0.0000
632.5000	  3.5000	 -2.3188	 -0.0173	     nan	  0.0000
635.5000	  3.5000	 -2.4223	 -0.0189	     nan	  0.0000
638.5000	  3.5000	 -2.4870	  0.0023	     nan	  0.0000
641.5000	  3.5000	 -2.5684	  0.0416	     nan	  0.0000
644.5000	  3.5000	 -2.6015	  0.0640	     nan	  0.0000
647.5000	  3.5000	 -2.6473	  0.0460	     nan	  0.0000
650.5000	  3.5000	 -2.7641	  0.0115	     nan	  0.0000
653.5000	  3.5000	 -2.7938	 -0.0104	     nan	  0.0000
656.5000	  3.5000	 -2.8415	  0.0239	     nan	  0.0000
659.5000	  3.5000	 -2.6946	  0.0618	     nan	  0.0000
662.5000	  3.5000	 -2.6797	  0.0548	     nan	  0.0000
665.5000	  3.5000	 -2.7279	 -0.0110	     nan	  0.0000
668.5000	  3.5000	 -2.7985	 -0.0510	     nan	  0.0000
671.5000	  3.5000	 -2.8711	 -0.0010	     nan	  0.0000
674.5000	  3.5000	 -2.8964	  0.1671	     nan	  0.0000
677.5000	  3.5000	 -2.6167	  0.2310	     nan	  0.0000
680.5000	  3.5000	 -2.5179	  0.1658	     nan	  0.0000
683.5000	  3.5000	 -2.5302	  0.0437	     nan	  0.0000
686.5000	  3.5000	 -2.5863	  0.0225	     nan	  0.0000
689.5000	  3.5000	 -2.6042	  0.0494	     nan	  0.0000
692.5000	  3.5000	 -2.6465	  0.0670	     nan	  0.0000
695.5000	  3.5000	 -2.6870	  0.0812	     nan	  0.0000
698.5000	  3.5000	 -2.7157	  0.0731	     nan	  0.0000
701.5000	  3.5000	 -2.5364	  0.0330	     nan	  0.0000
704.5000	  3.5000	 -2.4141	 -0.0302	     nan	  0.0000
707.5000	  3.5000	 -2.4916	 -0.0708	     nan	  0.0000
710.5000	  3.5000	 -2.7225	 -0.0557	     nan	  0.0000
713.5000	  3.5000	 -2.7473	  0.0211	     nan	  0.0000
716.5000	  3.5000	 -2.5911	  0.0477	     nan	  0.0000
719.5000	  3.5000	 -2.4294	  0.1123	     nan	  0.0000
722.5000	  3.5000	 -2.4241	  0.1318	     nan	  0.0000
725.5000	  3.5000	 -2.5461	  0.0467	     nan	  0.0000
728.5000	  3.5000	 -2.4491	 -0.0516	     nan	  0.0000
731.5000	  3.5000	 -2.4362	 -0.0210	     nan	  0.0000
734.5000	  3.5000	 -2.4198	  0.1359	     nan	  0.0000
737.5000	  3.5000	 -2.4868	  0.2386	     nan	  0.0000
740.5000	  3.5000	 -2.5834	  0.1960	     nan	  0.0000
743.5000	  3.5000	 -2.6861	  0.1885	     nan	  0.0000
746.5000	  3.5000	 -2.7200	  0.3865	     nan	  0.0000
749.5000	  3.5000	 -2.7175	  0.3601	     nan	  0.0000
752.5000	  3.5000	 -2.7924	  0.0830	     nan	  0.0000
755.5000	  3.5000	 -2.8580	 -0.0180	     nan	  0.0000
758.5000	  3.5000	 -2.7734	 -0.0278	     nan	  0.0000
761.5000	  3.5000	 -2.5598	 -0.0060	     nan	  0.0000
764.5000	  3.5000	 -2.2755	 -0.1483	     nan	  0.0000
767.5000	  3.5000	 -2.1932	  0.0408	     nan	  0.0000
770.5000	  3.5000	 -2.0630	  0.1395	     nan	  0.0000
773.5000	  3.5000	 -2.2324	  0.0815	     nan	  0.0000
776.5000	  3.5000	 -2.2822	  0.0074	     nan	  0.0000
779.5000	  3.5000	 -2.3157	 -0.0974	     nan	  0.0000
782.5000	  3.5000	 -2.4161	 -0.2086	     nan	  0.0000
785.5000	  3.5000	 -2.5936	 -0.1097	     nan	  0.0000
788.5000	  3.5000	 -2.6674	 -0.1256	     nan	  0.0000
791.5000	  3.5000	 -2.6683	 -0.1158	     nan	  0.0000
794.5000	  3.5000	 -2.5720	 -0.0713	     nan	  0.0000
797.5000	  3.5000	 -2.3688	  0.0286	     nan	  0.0000
800.5000	  3.5000	 -2.2163	  0.0777	     nan	  0.0000
803.5000	  3.5000	 -2.0647	  0.1056	     nan	  0.0000
806.5000	  3.5000	 -1.9110	  0.1372	     nan	  0.0000
809.5000	  3.5000	 -1.5415	  0.2539	     nan	  0.0000
812.5000	  3.5000	 -1.1864	  0.4371	     nan	  0.0000
815.5000	  3.5000	 -1.6383	  0.2417	     nan	  0.0000
818.5000	  3.5000	 -2.2390	  0.0291	     nan	  0.0000
821.5000	  3.5000	 -2.4764	  0.0558	     nan	  0.0000
824.5000	  3.5000	 -2.4619	  0.0280	     nan	  0.0000
827.5000	  3.5000	 -2.3963	  0.0303	     nan	  0.0000
830.5000	  3.5000	 -2.4877	  0.0925	     nan	  0.0000
833.5000	  3.5000	 -2.7989	  0.1748	     nan	  0.0000
836.5000	  3.5000	 -2.7107	 -0.0807	     nan	  0.0000
839.5000	  3.5000	 -3.0161	 -0.2888	     nan	  0.0000
842.5000	  3.5000	 -2.8272	 -0.2468	     nan	  0.0000
845.5000	  3.5000	 -2.7020	 -0.1276	     nan	  0.0000
848.5000	  3.5000	 -2.6874	 -0.1374	     nan	  0.0000
851.5000	  3.5000	 -2.5053	  0.0662	     nan	  0.0000
854.5000	  3.5000	 -2.4125	  0.1127	     nan	  0.0000
857.5000	  3.5000	 -2.3937	  0.0931	     nan	  0.0000
860.5000	  3.5000	 -2.4549	  0.0430	     nan	  0.0000
863.5000	  3.5000	 -2.3510	  0.0389	     nan	  0.0000
866.5000	  3.5000	 -2.2538	  0.0814	     nan	  0.0000
869.5000	  3.5000	 -2.3348	  0.1242	     nan	  0.0000
872.5000	  3.5000	 -2.3183	  0.0326	     nan	  0.0000
875.5000	  3.5000	 -2.3257	 -0.0376	     nan	  0.0000
878.5000	  3.5000	 -2.3997	 -0.0231	     nan	  0.0000
881.5000	  3.5000	 -2.4840	  0.0182	     nan	  0.0000
884.5000	  3.5000	 -2.5262	  0.2292	     nan	  0.0000
887.5000	  3.5000	 -2.4262	  0.7298	     nan	  0.0000
890.5000	  3.5000	 -2.5407	  0.8361	     nan	  0.0000
893.5000	  3.5000	 -2.7103	  0.3377	     nan	  0.0000
896.5000	  3.5000	 -2.7077	  0.0653	     nan	  0.0000
899.5000	  3.5000	 -2.5599	 -0.0472	     nan	  0.0000
902.5000	  3.5000	 -2.4050	  0.0144	     nan	  0.0000
905.5000	  3.5000	 -2.4154	  0.0319	     nan	  0.0000
908.5000	  3.5000	 -2.5830	 -0.0149	     nan	  0.0000
911.5000	  3.5000	 -3.0370	  0.0165	     nan	  0.0000
914.5000	  3.5000	 -3.3797	  0.0840	     nan	  0.0000
917.5000	  3.5000	 -2.8579	  0.2734	     nan	  0.0000
920.5000	  3.5000	 -2.3011	  0.1700	     nan	  0.0000
923.5000	  3.5000	 -2.2096	  0.1533	     nan	  0.0000
926.5000	  3.5000	 -2.2580	  0.2039	     nan	  0.0000
929.5000	  3.5000	 -2.3497	  0.2205	     nan	  0.0000
932.5000	  3.5000	 -2.3547	  0.2196	     nan	  0.0000
935.5000	  3.5000	 -2.4143	  0.1847	     nan	  0.0000
938.5000	  3.5000	 -2.2905	  0.1516	     nan	  0.0000
941.5000	  3.5000	 -2.2140	  0.0829	     nan	  0.0000
944.5000	  3.5000	 -2.2556	  0.0072	     nan	  0.0000
947.5000	  3.5000	 -2.3721	 -0.0336	     nan	  0.0000
950.5000	  3.5000	 -2.3483	 -0.0092	     nan	  0.0000
953.5000	  3.5000	 -2.2435	 -0.0130	     nan	  0.0000
956.5000	  3.5000	 -2.1656	 -0.0403	     nan	  0.0000
959.5000	  3.5000	 -2.2792	 -0.1108	     nan	  0.0000
962.5000	  3.5000	 -2.6743	 -0.1579	     nan	  0.0000
965.5000	  3.5000	 -2.6574	 -0.0436	     nan	  0.0000
968.5000	  3.5000	 -2.2500	  0.0987	     nan	  0.0000
971.5000	  3.5000	 -2.0129	  0.0472	     nan	  0.0000
974.5000	  3.5000	 -1.8939	  0.0592	     nan	  0.0000
977.5000	  3.5000	 -2.0785	  0.0504	     nan	  0.0000
980.5000	  3.5000	 -2.2385	  0.0357	     nan	  0.0000
983.5000	  3.5000	 -2.2820	  0.0179	     nan	  0.0000
986.5000	  3.5000	 -2.2545	 -0.0101	     nan	  0.0000
989.5000	  3.5000	 -2.2512	 -0.0233	     nan	  0.0000
992.5000	  3.5000	 -2.2427	 -0.0320	     nan	  0.0000
995.5000	  3.5000	 -2.2814	 -0.0035	     nan	  0.0000
998.5000	  3.5000	 -2.3470	  0.0344	     nan	  0.0000
1001.5000	  3.5000	 -2.3752	  0.0182	     nan	  0.0000
1004.5000	  3.5000	 -2.3625	 -0.0370	     nan	  0.0000
1007.5000	  3.5000	 -2.2575	 -0.0242	     nan	  0.0000
1010.5000	  3.5000	 -2.2620	  0.0540	     nan	  0.0000
1013.5000	  3.5000	 -2.3877	  0.0994	     nan	  0.0000
1016.5000	  3.5000	 -2.3706	  0.0975	     nan	  0.0000
1019.5000	  3.5000	 -2.3077	  0.0676	     nan	  0.0000
  2.5000	  6.5000	 -2.5360	  0.0784	     nan	  0.0000
  5.5000	  6.5000	 -2.4689	 -0.0562	     nan	  0.0000
  8.5000	  6.5000	 -2.4514	 -0.1246	     nan	  0.0000
 11.5000	  6.5000	 -2.4396	 -0.0377	     nan	  0.0000
 14.5000	  6.5000	 -2.3302	  0.0299	     nan	  0.0000
 17.5000	  6.5000	 -2.3358	  0.0517	     nan	  0.0000
 20.5000	  6.5000	 -2.3466	  0.0271	     nan	  0.0000
 23.5000	  6.5000	 -2.3444	 -0.0362	     nan	  0.0000
 26.5000	  6.5000	 -2.2964	 -0.0204	     nan	  0.0000
 29.5000	  6.5000	 -2.3639	  0.0264	     nan	  0.0000
 32.5000	  6.5000	 -2.3732	  0.0369	     nan	  0.0000
 35.5000	  6.5000	 -2.2986	  0.0004	     nan	  0.0000
 38.5000	  6.5000	 -2.2779	  0.0051	     nan	  0.0000
 41.5000	  6.5000	 -2.2792	 -0.0057	     nan	  0.0000
 44.5000	  6.5000	 -2.2652	 -0.0725	     nan	  0.0000
 47.5000	  6.5000	 -2.3046	 -0.0467	     nan	  0.0000
 50.5000	  6.5000	 -2.3230	  0.0336	     nan	  0.0000
 53.5000	  6.5000	 -2.3468	  0.0338	     nan	  0.0000
 56.5000	  6.5000	 -2.3401	  0.0096	     nan	  0.0000
 59.5000	  6.5000	 -2.3494	 -0.0198	     nan	  0.0000
 62.5000	  6.5000	 -2.3848	 -0.0380	     nan	  0.0000
 65.5000	  6.5000	 -2.3401	 -0.0371	     nan	  0.0000
 68.5000	  6.5000	 -2.2832	 -0.0164	     nan	  0.0000
 71.5000	  6.5000	 -2.2717	 -0.0007	     nan	  0.0000
 74.5000	  6.5000	 -2.2877	  0.0616	     nan	  0.0000
 77.5000	  6.5000	 -2.2459	  0.0735	     nan	  0.0000
 80.5000	  6.5000	 -2.2235	  0.0781	     nan	  0.0000
 83.5000	  6.5000	 -2.3370	  0.0422	     nan	  0.0000
 86.5000	  6.5000	 -2.3390	  0.0551	     nan	  0.0000
 89.5000	  6.5000	 -2.2979	  0.1301	     nan	  0.0000
 92.5000	  6.5000	 -2.2707	  0.0854	     nan	  0.0000
 95.5000	  6.5000	 -2.2245	  0.0825	     nan	  0.0000
 98.5000	  6.5000	 -2.2601	  0.1046	     nan	  0.0000
101.5000	  6.5000	 -2.3846	  0.0568	     nan	  0.0000
104.5000	  6.5000	 -2.3563	 -0.0430	     nan	  0.0000
107.5000	  6.5000	 -2.3586	 -0.0793	     nan	  0.0000
110.5000	  6.5000	 -2.3439	 -0.0845	     nan	  0.0000
113.5000	  6.5000	 -2.2965	 -0.0471	     nan	  0.0000
116.5000	  6.5000	 -2.2581	  0.0175	     nan	  0.0000
119.5000	  6.5000	 -2.2684	  0.0843	     nan	  0.0000
122.5000	  6.5000	 -2.3221	  0.1183	     nan	  0.0000
125.5000	  6.5000	 -2.3838	  0.0677	     nan	  0.0000
128.5000	  6.5000	 -2.3345	 -0.0203	     nan	  0.0000
131.5000	  6.5000	 -2.2777	  0.0265	     nan	  0.0000
134.5000	  6.5000	 -2.2908	  0.0335	     nan	  0.0000
137.5000	  6.5000	 -2.2691	 -0.0157	     nan	  0.0000
140.5000	  6.5000	 -2.2797	 -0.0425	     nan	  0.0000
143.5000	  6.5000	 -2.3336	 -0.0225	     nan	  0.0000
146.5000	  6.5000	 -2.3895	 -0.0263	     nan	  0.0000
149.5000	  6.5000	 -2.3941	 -0.0731	     nan	  0.0000
152.5000	  6.5000	 -2.3945	 -0.0938	     nan	  0.0000
155.5000	  6.5000	 -2.3990	 -0.0721	     nan	  0.0000
158.5000	  6.5000	 -2.3906	 -0.0232	     nan	  0.0000
161.5000	  6.5000	 -2.3090	  0.0239	     nan	  0.0000
164.5000	  6.5000	 -2.2811	 -0.0359	     nan	  0.0000
167.5000	  6.5000	 -2.2948	 -0.1239	     nan	  0.0000
170.5000	  6.5000	 -2.3239	 -0.1857	     nan	  0.0000
173.5000	  6.5000	 -2.3527	 -0.1352	     nan	  0.0000
176.5000	  6.5000	 -2.3387	 -0.0754	     nan	  0.0000
179.5000	  6.5000	 -2.2392	 -0.0998	     nan	  0.0000
182.5000	  6.5000	 -2.2504	 -0.0920	     nan	  0.0000
185.5000	  6.5000	 -2.3326	 -0.0093	     nan	  0.0000
188.5000	  6.5000	 -2.3726	  0.0349	     nan	  0.0000
